STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE,SOURCE,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,TStorms,WindEquipmentChangeDate
72222313899,2019-11-11T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,52,56,0,,,,87,30.13,FEW:02 31,30,10,54,50,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09311/11/19 00:53:02 METAR KPNS 110653Z 05004KT 10SM FEW031 13/11 A3013 RMK AO2 SLP203 T01330111,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,50,55,0,,,,83,30.1,CLR:00,29.96,10,52,60,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09011/11/19 01:53:02 METAR KPNS 110753Z 06005KT 10SM CLR 13/10 A3009 RMK AO2 SLP193 T01280100,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,49,55,0,,0.04,8,80,30.09,CLR:00,29.95,10,52,50,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09611/11/19 02:53:02 METAR KPNS 110853Z 05005KT 10SM CLR 13/09 A3008 RMK AO2 SLP189 T01280094 58013,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,49,53,0,,,,86,30.09,CLR:00,29.96,10,51,40,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09011/11/19 03:53:02 METAR KPNS 110953Z 04005KT 10SM CLR 12/09 A3009 RMK AO2 SLP191 T01170094,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,47,54,0,,,,77,30.09,FEW:02 36,29.96,10,50,VRB,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09311/11/19 04:53:02 METAR KPNS 111053Z VRB03KT 10SM FEW036 12/08 A3009 RMK AO2 SLP191 T01220083,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,50,55,0,,-0.01,1,83,30.1,CLR:00,29.97,10,52,40,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11311/11/19 05:53:02 METAR KPNS 111153Z 04004KT 10SM CLR 13/10 A3010 RMK AO2 SLP193 T01280100 10133 20117 51004 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,52,57,0,,,,83,30.12,OVC:08 38,29.98,10,54,60,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/11/19 06:53:02 METAR KPNS 111253Z 06006KT 10SM OVC038 14/11 A3011 RMK AO2 SLP199 T01390111 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,56,60,0,,,,86,30.13,CLR:00,29.99,10,58,80,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/11/19 07:53:02 METAR KPNS 111353Z 08006KT 10SM CLR 16/13 A3012 RMK AO2 SLP203 T01560133 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,60,67,0,,-0.03,1,79,30.13,FEW:02 55,30,10,63,100,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10411/11/19 08:53:02 METAR KPNS 111453Z 10006KT 10SM FEW055 19/16 A3013 RMK AO2 SLP204 T01940156 51011 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,64,71,0,,,,79,30.12,CLR:00,29.99,10,67,120,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/11/19 09:53:02 METAR KPNS 111553Z 12011KT 10SM CLR 22/18 A3012 RMK AO2 SLP200 T02170178 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,64,73,0,,,,74,30.1,CLR:00,29.97,10,67,120,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/11/19 10:53:02 METAR KPNS 111653Z 12010KT 10SM CLR 23/18 A3010 RMK AO2 SLP194 T02280178 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,63,74,0,,0.05,8,69,30.08,SCT:04 60,29.95,10,67,130,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11611/11/19 11:53:02 METAR KPNS 111753Z 13012KT 10SM SCT060 23/17 A3008 RMK AO2 SLP187 T02330172 10239 20111 58017 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,64,75,0,,,,69,30.06,FEW:02 70,29.93,10,68,130,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/11/19 12:53:02 METAR KPNS 111853Z 13010KT 10SM FEW070 24/18 A3006 RMK AO2 SLP181 T02390178 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,66,75,0,,,,74,30.03,CLR:00,29.9,10,69,120,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/11/19 13:53:02 METAR KPNS 111953Z 12011KT 10SM CLR 24/19 A3003 RMK AO2 SLP169 T02390189 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,67,74,0,,0.05,6,79,30.03,CLR:00,29.9,10,69,130,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10111/11/19 14:53:02 METAR KPNS 112053Z 13009KT 10SM CLR 23/19 A3003 RMK AO2 SLP169 T02330194 56017 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,68,72,0,,,,87,30.03,CLR:00,29.89,10,69,120,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/11/19 15:53:02 METAR KPNS 112153Z 12009KT 10SM CLR 22/20 A3002 RMK AO2 SLP169 T02220200 (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,69,70,0,,,,97,30.02,BKN:07 70 BKN:07 85,29.88,10,69,110,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10511/11/19 16:53:02 METAR KPNS 112253Z 11006KT 10SM BKN070 BKN085 21/21 A3001 RMK AO2 SLP166 T02110206 (DD),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,68,69,0,,0,5,96,30.03,FEW:02 80,29.89,10,68,100,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11611/11/19 17:53:02 METAR KPNS 112353Z 10003KT 10SM FEW080 21/20 A3002 RMK AO2 SLP169 T02060200 10244 20206 55001 (DD),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,68,69,0,,,,96,30.03,SCT:04 47 SCT:04 60 BKN:07 75,29.89,10,68,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10711/11/19 18:53:01 METAR KPNS 120053Z 14004KT 10SM SCT047 SCT060 BKN075 21/20 A3002 RMK AO2 SLP168 T02060200,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,67,67,0,,,,100,30.03,CLR:00,29.89,10,67,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09011/11/19 19:53:01 METAR KPNS 120153Z 14004KT 10SM CLR 19/19 A3002 RMK AO2 SLP169 T01940194,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,69,69,0,,0.01,8,100,30.02,CLR:00,29.89,10,69,140,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09611/11/19 20:53:01 METAR KPNS 120253Z 14006KT 10SM CLR 21/21 A3002 RMK AO2 SLP167 T02060206 58002,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,68,68,0,,,,100,30.01,CLR:00,29.87,10,68,160,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09011/11/19 21:53:01 METAR KPNS 120353Z 16005KT 10SM CLR 20/20 A3000 RMK AO2 SLP161 T02000200,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99,69,69,0,,,,100,30,CLR:00,29.86,10,69,170,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09011/11/19 22:53:02 METAR KPNS 120453Z 17003KT 10SM CLR 21/21 A2999 RMK AO2 SLP158 T02060206,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.97,69,69,0,,0.05,8,100,29.98,OVC:08 65,29.84,10,69,150,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12111/11/19 23:53:02 METAR KPNS 120553Z 15003KT 10SM OVC065 21/21 A2997 RMK AO2 SLP151 T02060206 10206 20194 402440111 58017,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-11T23:59:00,SOD  ,6,,,,,,,,,,,,,,,61,64,86,30.07,29.93,63,7.2,0,1.7,1,76,52,120,20,0,,,120,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7624 HR MIN TEMP (F): 52AVERAGE STATION PRESSURE(D):29.932 MINIMUM SEA LEVEL PRESSURE:29.97 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):120 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):120 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.2 24 HR AVG TEMP (F): 64DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 76 LATEST NIGHT MIN TEMP(1900-0800 LST):51 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,611,1654,,
72222313899,2019-11-12T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.95,67,67,0,,,,100,29.95,SCT:04 70,29.82,10,67,170,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09311/12/19 00:53:02 METAR KPNS 120653Z 17005KT 10SM SCT070 19/19 A2995 RMK AO2 SLP142 T01940194,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,69,70,0,,,,97,29.93,BKN:07 55 OVC:08 80,29.8,10,69,200,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10011/12/19 01:53:02 METAR KPNS 120753Z 20005KT 10SM BKN055 OVC080 21/21 A2993 RMK AO2 SLP137 T02110206,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.92,70,71,0.02s,-RA:02 |RA |RA,0.05,6,96,29.93,FEW:02 8 SCT:04 23 OVC:08 48,29.79,8,70,290,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13411/12/19 02:53:02 METAR KPNS 120853Z 29008KT 8SM -RA FEW008 SCT023 OVC048 22/21 A2992 RMK AO2 RAB51 SLP135 P0000 60000 T02170211 56016,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:01:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.94,70,70,0.04,+RA:02 BR:1 |RA |RA,,,100,,SCT:04 8 BKN:07 18 OVC:08 48,29.81,2.50V,70,290,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13111/12/19 03:01:02 SPECI KPNS 120901Z 29013G17KT 2 1/2SM +RA BR SCT008 BKN018 OVC048 21/21 A2994 RMK AO2 VIS 1 1/4V5 P0004 T02110211,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:09:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,70,70,0.18,+RA:02 BR:1 |RA |RA,,,100,,SCT:04 8 BKN:07 20 OVC:08 35,29.8,1.75,70,280,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13611/12/19 03:09:02 SPECI KPNS 120909Z 28012G21KT 1 3/4SM R17/4500VP6000FT +RA BR SCT008 BKN020 OVC035 21/21 A2993 RMK AO2 P0018 T02110211,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:15:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,69,69,0.2,RA:02 BR:1 |RA |RA,,,100,,SCT:04 10 BKN:07 20 OVC:08 35,29.8,3,69,270,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11111/12/19 03:15:02 SPECI KPNS 120915Z 27009KT 3SM RA BR SCT010 BKN020 OVC035 21/21 A2993 RMK AO2 P0020 T02060206,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:23:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,69,69,0.21,-RA:02 |RA |RA,,,100,,FEW:02 8 BKN:07 36 OVC:08 48,29.8,7,69,280,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10911/12/19 03:23:02 SPECI KPNS 120923Z 28008KT 7SM -RA FEW008 BKN036 OVC048 21/21 A2993 RMK AO2 P0021 T02060206,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:49:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,70,70,0.22,,,,100,,BKN:07 9 OVC:08 50,29.8,10,70,270,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/12/19 03:49:02 SPECI KPNS 120949Z 27009KT 10SM BKN009 OVC050 21/21 A2993 RMK AO2 RAE26 P0022,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T03:50:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.93,70,70,0.2,,,,100,29.94,BKN:07 9 OVC:08 50,29.8,10,70,280,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11211/12/19 03:50:02 METAR KPNS 120950Z 28009KT 10SM BKN009 OVC050 21/21 A2993 RMK AO2 RAE26 SLP138 P0022 T02110211,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T04:20:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98,61,61,T,-RA:02 |RA |RA,,,100,,BKN:07 7 OVC:08 12,29.85,10,61,340,29,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET15511/12/19 04:20:02 SPECI KPNS 121020Z 34018G25KT 10SM -RA BKN007 OVC012 16/16 A2998 RMK AO2 PK WND 32035/1004 WSHFT 1000 RAB0954 CIG 005V009 P0000 T01610161,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T04:30:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.99,56,56,T,-RA:02 |RA |RA,,,100,,BKN:07 7 BKN:07 13 OVC:08 27,29.86,8,56,340,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET16111/12/19 04:30:02 SPECI KPNS 121030Z 34021G28KT 8SM -RA BKN007 BKN013 OVC027 13/13 A2999 RMK AO2 PK WND 32035/1004 WSHFT 1000 RAB0954 CIG 005V012 P0000 T01330133,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,53,53,0.03,-RA:02 |RA |RA,,,100,30.01,BKN:07 8 OVC:08 28,29.88,7,53,340,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET16111/12/19 04:53:02 METAR KPNS 121053Z 34020G29KT 7SM -RA BKN008 OVC028 12/12 A3001 RMK AO2 PK WND 32035/1004 WSHFT 1000 RAB0954 CIG 006V011 SLP164 P0000 T01170117,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T05:26:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,50,50,0.04,-RA:02 |RA |RA,,,100,,SCT:04 10 BKN:07 42 OVC:08 60,29.89,10,50,340,32,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13611/12/19 05:26:02 SPECI KPNS 121126Z 34022G28KT 10SM -RA SCT010 BKN042 OVC060 10/10 A3002 RMK AO2 PK WND 34031/1056 P0004 T01000100 (LA),FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T05:33:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,49,50,0.04,-RA:02 |RA |RA,,,96,,BKN:07 8 BKN:07 44 OVC:08 60,29.9,10,49,350,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13611/12/19 05:33:02 SPECI KPNS 121133Z 35019G28KT 10SM -RA BKN008 BKN044 OVC060 10/09 A3003 RMK AO2 PK WND 34031/1056 P0004 T01000094 (LA),FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,48,48,0.07,+RA:02 BR:1 |RA |RA,-0.12,3,100,30.04,BKN:07 8 BKN:07 44 OVC:08 60,29.91,3,48,350,37,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET17511/12/19 05:53:02 METAR KPNS 121153Z 35023G32KT 3SM +RA BR BKN008 BKN044 OVC060 09/09 A3004 RMK AO2 PK WND 34032/1153 SLP173 P0010 60032 70032 T00890089 10217 20089 53039 (LA),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,46,46,T,-RA:02 |RA |RA,,,100,30.07,OVC:08 8,29.94,10,46,340,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13811/12/19 06:53:02 METAR KPNS 121253Z 34021G26KT 10SM -RA OVC008 08/08 A3007 RMK AO2 PK WND 34028/1156 RAE20B39 SLP184 P0000 T00780078 (LA),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,44,44,T,,,,100,30.11,OVC:08 7,29.98,10,44,340,33,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET13111/12/19 07:53:02 METAR KPNS 121353Z 34020G29KT 10SM OVC007 07/07 A3011 RMK AO2 PK WND 34033/1309 RAE11 SLP197 P0000 T00670067 (LA),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,41,43,0,,-0.11,3,93,30.15,OVC:08 9,30.02,10,42,360,34,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET14311/12/19 08:53:02 METAR KPNS 121453Z 36021G30KT 10SM OVC009 06/05 A3015 RMK AO2 PK WND 36030/1452 CIG 008V013 SLP211 60000 T00610050 53038 (DD),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T09:13:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,41,43,,,,,93,,OVC:08 10,30.02,10,42,350,39,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11211/12/19 09:13:02 SPECI KPNS 121513Z 35019G34KT 10SM OVC010 06/05 A3015 RMK AO2 PK WND 36034/1507 T00610050 (DD),FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-12T09:16:00,FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.16,41,43,,,,,93,,OVC:08 9,30.03,10,42,350,39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11211/12/19 09:16:02 SPECI KPNS 121516Z 35017G34KT 10SM OVC009 06/05 A3016 RMK AO2 PK WND 36034/1507 T00610050 (DD),FM-16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
