STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HeavyFog,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE,SOURCE,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,TStorms,WindEquipmentChangeDate
72222313899,2019-11-15T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.15,40,57,0,,,,53,30.15,CLR:00,30.02,10,49,340,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10011/15/19 09:53:02 METAR KPNS 151553Z 34012G18KT 10SM CLR 14/04 A3015 RMK AO2 SLP211 T01390044 $ (MT),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,39,59,0,,,,48,30.13,CLR:00,29.99,10,49,350,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/15/19 10:53:02 METAR KPNS 151653Z 35010KT 10SM CLR 15/04 A3012 RMK AO2 SLP203 T01500039 $ (MT),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,41,62,0,,,,46,30.1,,29.96,10,51,340,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10011/15/19 11:53:02 METAR KPNS 151753Z 34013KT 10SM 17/05 A3009 RMK AO2 SLP192 T01670050 10172 20078 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,42,63,0,,,,47,30.07,CLR:00,29.94,10,52,320,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/15/19 12:53:02 METAR KPNS 151853Z 32012G20KT 10SM CLR 17/06 A3007 RMK AO2 SLP184 T01720056 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.06,42,64,0,,,,45,30.06,OVC:08 36,29.93,10,53,350,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10311/15/19 13:53:02 METAR KPNS 151953Z 35014G20KT 10SM OVC036 18/06 A3006 RMK AO2 SLP181 T01780056 $ (CL),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,41,62,0,,0.03,5,46,30.07,OVC:08 43,29.94,10,51,350,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10911/15/19 14:53:02 METAR KPNS 152053Z 35011G18KT 10SM OVC043 17/05 A3007 RMK AO2 SLP183 T01670050 55009 $ (CL),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.07,39,60,0,,,,46,30.08,SCT:04 46,29.94,10,50,360,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10311/15/19 15:53:02 METAR KPNS 152153Z 36017G22KT 10SM SCT046 16/04 A3007 RMK AO2 SLP185 T01560039 $ (CL),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,35,57,0,,,,44,30.09,OVC:08 48,29.96,10,47,360,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10311/15/19 16:53:02 METAR KPNS 152253Z 36012G21KT 10SM OVC048 14/02 A3009 RMK AO2 SLP191 T01390017 $ (SN),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,34,56,0,,-0.04,3,44,30.12,OVC:08 40,29.98,10,46,350,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11811/15/19 17:53:02 METAR KPNS 152353Z 35010KT 10SM OVC040 13/01 A3011 RMK AO2 SLP199 T01330011 10178 20133 53015 $ (SN),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,35,54,0,,,,49,30.13,OVC:08 41,29.99,10,45,350,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/15/19 18:53:01 METAR KPNS 160053Z 35009KT 10SM OVC041 12/02 A3012 RMK AO2 SLP204 T01220017 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13,33,52,0,,,,49,30.14,OVC:08 47,30,10,44,350,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/15/19 19:53:01 METAR KPNS 160153Z 35011KT 10SM OVC047 11/01 A3013 RMK AO2 SLP206 T01110006 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,34,49,0,,-0.03,1,56,30.15,CLR:00,30.01,10,42,350,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/15/19 20:53:01 METAR KPNS 160253Z 35008KT 10SM CLR 09/01 A3014 RMK AO2 SLP209 T00940011 51009 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,35,49,0,,,,59,30.15,CLR:00,30.01,10,43,350,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/15/19 21:53:01 METAR KPNS 160353Z 35010KT 10SM CLR 09/02 A3014 RMK AO2 SLP209 T00940017 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,34,48,0,,,,58,30.13,,29.99,10,42,350,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET08811/15/19 22:53:02 METAR KPNS 160453Z 35009KT 10SM 09/01 A3012 RMK AO2 SLP202 T00890011 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,36,46,0,,,,68,30.12,CLR:00,29.99,10,42,320,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11411/15/19 23:53:02 METAR KPNS 160553Z 32011KT 10SM CLR 08/02 A3012 RMK AO2 SLP201 T00780022 10133 20078 401780078 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-15T23:59:00,SOD  ,6,,,,,,,,,,,,,,,39,55,64,30.13,30,46,13.1,0,-6.2,10,64,46,340,28,0,,,340,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6424 HR MIN TEMP (F): 46AVERAGE STATION PRESSURE(D):30.003 MINIMUM SEA LEVEL PRESSURE:30.06 TIME OF OCCURRENCE:1522 PEAK WIND SPEED (MPH): 28 PEAK WIND DIR (DEG):340 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 23FASTEST 2MIN DIR (DEG):340 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):13.1 24 HR AVG TEMP (F): 55DEPART FROM NORMAL: -6  HEATING DEGREE DAYS: 10 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 64 LATEST NIGHT MIN TEMP(1900-0800 LST):46 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,615,1652,,
72222313899,2019-11-16T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,35,47,0,,,,63,30.11,CLR:00,29.97,10,42,350,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09511/16/19 00:53:02 METAR KPNS 160653Z 35013G19KT 10SM CLR 08/02 A3010 RMK AO2 SLP195 T00830017 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,34,45,0,,,,66,30.09,CLR:00,29.95,10,40,350,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 01:53:02 METAR KPNS 160753Z 35010KT 10SM CLR 07/01 A3008 RMK AO2 SLP188 T00720011 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,35,45,0,,0.04,6,68,30.08,CLR:00,29.95,10,41,340,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/16/19 02:53:02 METAR KPNS 160853Z 34014KT 10SM CLR 07/02 A3008 RMK AO2 SLP187 T00720017 56014 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,34,43,0,,,,71,30.09,CLR:00,29.95,10,39,350,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 03:53:02 METAR KPNS 160953Z 35008KT 10SM CLR 06/01 A3008 RMK AO2 SLP188 T00610011 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,34,42,0,,,,73,30.1,CLR:00,29.96,10,39,330,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 04:53:02 METAR KPNS 161053Z 33011KT 10SM CLR 06/01 A3009 RMK AO2 SLP193 T00560011 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T05:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,33,42,0,,-0.02,3,71,30.11,CLR:00,29.97,10,38,350,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11511/16/19 05:53:02 METAR KPNS 161153Z 35011KT 10SM CLR 06/01 A3010 RMK AO2 SLP196 T00560006 10089 20056 53008 $ (MT),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T06:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,34,42,0,,,,73,30.12,CLR:00,29.99,10,39,340,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 06:53:02 METAR KPNS 161253Z 34009KT 10SM CLR 06/01 A3012 RMK AO2 SLP201 T00560011 $ (MT),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T07:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,33,46,0,,,,61,30.13,CLR:00,29.99,10,40,340,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 07:53:02 METAR KPNS 161353Z 34014KT 10SM CLR 08/01 A3012 RMK AO2 SLP203 T00780006 $ (MT),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T08:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.12,34,49,0,,-0.02,0,56,30.13,CLR:00,29.99,10,42,360,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10311/16/19 08:53:02 METAR KPNS 161453Z 36011KT 10SM CLR 09/01 A3012 RMK AO2 SLP203 T00940011 50007 $ (KP),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T09:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.11,36,54,0,,,,51,30.12,CLR:00,29.98,10,46,340,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 09:53:02 METAR KPNS 161553Z 34009KT 10SM CLR 12/02 A3011 RMK AO2 SLP200 T01220022 $ (KP),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T10:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,37,59,0,,,,44,30.09,CLR:00,29.96,10,48,360,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 10:53:02 METAR KPNS 161653Z 36010KT 10SM CLR 15/03 A3009 RMK AO2 SLP189 T01500028 $ (KP),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T11:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,37,63,0,,0.07,8,38,30.06,CLR:00,29.92,10,50,340,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11511/16/19 11:53:02 METAR KPNS 161753Z 34011KT 10SM CLR 17/03 A3005 RMK AO2 SLP179 T01720028 10172 20050 58023 $ (KP),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T12:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,39,65,0,,,,39,30.03,CLR:00,29.9,10,52,20,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10011/16/19 12:53:02 METAR KPNS 161853Z 02011G15KT 10SM CLR 18/04 A3003 RMK AO2 SLP171 T01830039 $ (BB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T13:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,40,66,0,,,,39,30.02,CLR:00,29.88,10,53,340,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET10011/16/19 13:53:02 METAR KPNS 161953Z 34007G15KT 10SM CLR 19/04 A3001 RMK AO2 SLP166 T01890044 $ (BB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T14:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,40,66,0,,,,39,30.01,CLR:00,29.88,10,53,340,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 14:53:02 METAR KPNS 162053Z 34007KT 10SM CLR 19/04 A3001 RMK AO2 SLP164 T01890044 $ (BB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T15:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01,41,65,0,,,,42,30.01,CLR:00,29.88,10,53,360,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 15:53:02 METAR KPNS 162153Z 36007KT 10SM CLR 18/05 A3001 RMK AO2 SLP164 T01830050 $ (BB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T16:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,42,57,0,,,,58,30.02,CLR:00,29.89,10,50,330,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09711/16/19 16:53:02 METAR KPNS 162253Z 33005KT 10SM CLR 14/06 A3002 RMK AO2 SLP167 T01390056 $ (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T17:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,42,53,0,,-0.02,3,66,30.04,CLR:00,29.9,10,48,340,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET11511/16/19 17:53:02 METAR KPNS 162353Z 34007KT 10SM CLR 12/06 A3003 RMK AO2 SLP172 T01170056 10194 20117 53007 $ (AB),FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T18:00:00,SHEF ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHEF ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T18:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,42,53,0,,,,66,30.05,CLR:00,29.91,10,48,330,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 18:53:01 METAR KPNS 170053Z 33005KT 10SM CLR 12/06 A3004 RMK AO2 SLP175 T01170056 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T19:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,42,52,0,,,,69,30.06,CLR:00,29.92,10,47,350,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 19:53:01 METAR KPNS 170153Z 35007KT 10SM CLR 11/06 A3005 RMK AO2 SLP179 T01110056 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T20:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,41,51,0,,-0.02,1,69,30.06,CLR:00,29.92,10,46,350,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/16/19 20:53:01 METAR KPNS 170253Z 35006KT 10SM CLR 11/05 A3005 RMK AO2 SLP179 T01060050 51007 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T21:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.05,40,52,0,,,,64,30.06,CLR:00,29.92,10,46,360,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 21:53:01 METAR KPNS 170353Z 36008KT 10SM CLR 11/04 A3005 RMK AO2 SLP178 T01110044 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T22:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,40,51,0,,,,66,30.05,CLR:00,29.91,10,46,360,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/16/19 22:53:02 METAR KPNS 170453Z 36007KT 10SM CLR 11/04 A3004 RMK AO2 SLP175 T01060044 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T23:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,39,50,0,,0.01,8,66,30.04,CLR:00,29.91,10,45,360,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET12011/16/19 23:53:02 METAR KPNS 170553Z 36008KT 10SM CLR 10/04 A3004 RMK AO2 SLP173 T01000039 10117 20094 401940050 58005 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-16T23:59:00,SOD  ,6,,,,,,,,,,,,,,,38,54,59,30.07,29.93,46,10.4,0,-6.9,11,67,41,330,23,0,,,340,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6724 HR MIN TEMP (F): 41AVERAGE STATION PRESSURE(D):29.936 MINIMUM SEA LEVEL PRESSURE:30.01 TIME OF OCCURRENCE:1611 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):330 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 17FASTEST 2MIN DIR (DEG):340 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):10.4 24 HR AVG TEMP (F): 54DEPART FROM NORMAL: -7  HEATING DEGREE DAYS: 11 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 67 LATEST NIGHT MIN TEMP(1900-0800 LST):41 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,615,1651,,
72222313899,2019-11-17T00:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.04,39,49,0,,,,69,30.04,CLR:00,29.91,10,44,350,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/17/19 00:53:02 METAR KPNS 170653Z 35007KT 10SM CLR 09/04 A3004 RMK AO2 SLP173 T00940039 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-17T01:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,39,48,0,,,,71,30.03,CLR:00,29.89,10,44,360,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/17/19 01:53:02 METAR KPNS 170753Z 36006KT 10SM CLR 09/04 A3002 RMK AO2 SLP169 T00890039 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-17T02:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,38,48,0,,0.01,5,68,30.03,CLR:00,29.9,10,43,360,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09811/17/19 02:53:02 METAR KPNS 170853Z 36007KT 10SM CLR 09/03 A3003 RMK AO2 SLP170 T00890033 55004 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-17T03:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.03,39,47,0,,,,74,30.03,CLR:00,29.9,10,43,10,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/17/19 03:53:02 METAR KPNS 170953Z 01006KT 10SM CLR 08/04 A3003 RMK AO2 SLP170 T00830039 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222313899,2019-11-17T04:53:00,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,39,46,0,,,,77,30.03,CLR:00,29.89,10,43,10,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET09211/17/19 04:53:02 METAR KPNS 171053Z 01004KT 10SM CLR 08/04 A3002 RMK AO2 SLP169 T00780039 $,FM-15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
